image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_06237.jpg,0.695753455162,0.028172377497,0.00999999977648,0.00999999977648,0.0586364492774,0.0591394156218,0.00999999977648,0.157309159636
img_06893.jpg,0.122857242823,0.0117837609723,0.00999999977648,0.00999999977648,0.00999999977648,0.33646056056,0.0284602083266,0.499816954136
img_02082.jpg,0.313629090786,0.00999999977648,0.00999999977648,0.00999999977648,0.471284627914,0.00999999977648,0.196551010013,0.0179944299161
img_06261.jpg,0.302145779133,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0245059784502,0.0115004917607,0.661633729935
img_03628.jpg,0.905314207077,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0905599147081
img_04860.jpg,0.974802136421,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0163324158639
img_01640.jpg,0.98849517107,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648
img_02709.jpg,0.849827051163,0.00999999977648,0.00999999977648,0.0221999548376,0.00999999977648,0.00999999977648,0.00999999977648,0.115515358746
img_00030.jpg,0.241835325956,0.00999999977648,0.00999999977648,0.00999999977648,0.748098790646,0.00999999977648,0.00999999977648,0.00999999977648
img_04740.jpg,0.262282043695,0.00999999977648,0.00999999977648,0.00999999977648,0.128951251507,0.00999999977648,0.00999999977648,0.589229226112
img_07746.jpg,0.0287366397679,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.961993455887,0.00999999977648
img_02830.jpg,0.347091704607,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0247464310378,0.419704645872,0.198290541768
img_03195.jpg,0.433963149786,0.00999999977648,0.00999999977648,0.00999999977648,0.0155299119651,0.0166623797268,0.00999999977648,0.529695749283
img_06851.jpg,0.328667134047,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0725533813238,0.269412696362,0.324474126101
img_00075.jpg,0.565200984478,0.0130356466398,0.00999999977648,0.00999999977648,0.0656490474939,0.339385062456,0.00999999977648,0.016691159457
img_05989.jpg,0.57992708683,0.0118691483513,0.257674664259,0.00999999977648,0.0365223735571,0.0167272184044,0.00999999977648,0.0971589833498
