image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_06237.jpg,0.809602022171,0.00271001458168,0.00112259888556,0.000145813843119,0.0417222492397,0.105821117759,6.24046788289e-06,0.0388699285686
img_06893.jpg,0.150095328689,0.00944198481739,0.000395915383706,7.1811646194e-06,0.0004771790409,0.254155039787,0.0450252592564,0.540402114391
img_02082.jpg,0.11798800528,5.70646034248e-06,3.8606885937e-05,9.50390244725e-07,0.506876349449,0.00131530442741,0.358699321747,0.0150757851079
img_06261.jpg,0.188138723373,0.000380716170184,7.64367941883e-05,1.17755257634e-06,4.04740894737e-05,0.0151332709938,0.0186710953712,0.777558088303
img_03628.jpg,0.966241896152,0.000662104517687,0.00389699731022,2.65178414338e-06,0.00301845371723,0.000645823543891,8.22993097245e-05,0.0254497379065
img_04860.jpg,0.97286093235,0.000142516058986,0.000104555037979,0.001784064807,0.0082741016522,0.000706410151906,5.97656071477e-05,0.0160676892847
img_01640.jpg,0.981541633606,0.00200152676553,8.74551842571e-05,6.6969791078e-05,0.00595756992698,0.000233041486354,0.00535784941167,0.00475384946913
img_02709.jpg,0.707370281219,0.00205266987905,0.00825566239655,0.00646264152601,0.0123334145173,0.0283849220723,9.722060895e-06,0.235130682588
img_00030.jpg,0.609832406044,0.000377575168386,9.04496773728e-05,6.94676919011e-06,0.355115234852,0.0014143117005,0.00842414144427,0.0247388873249
img_04740.jpg,0.227361425757,0.00244003301486,0.017184862867,8.05243107607e-05,0.334891676903,0.0245083086193,0.00221943482757,0.391313701868
img_07746.jpg,0.0880805552006,0.000204011768801,0.000951181282289,0.000363867060514,0.00041391295963,0.0153303295374,0.821088969707,0.0735670775175
img_02830.jpg,0.298650085926,0.00686280382797,0.000195828120923,0.00206150719896,0.00490804947913,0.0871510654688,0.294253081083,0.305917590857
img_03195.jpg,0.224728360772,0.00168182852212,0.000523421331309,0.000226746720728,0.0138293653727,0.0275538731366,0.00200816174038,0.729448258877
img_06851.jpg,0.218411982059,0.00633269874379,0.00186289532576,2.53561120189e-05,0.000942373764701,0.116092510521,0.111800886691,0.544531285763
img_00075.jpg,0.65749168396,0.040637485683,0.000169207385625,0.000116405375593,0.128800943494,0.152835980058,8.39770837047e-06,0.0199398938566
img_05989.jpg,0.823109388351,0.00621669925749,0.0677808448672,0.000218082597712,0.012325274758,0.0345984622836,6.5361164161e-05,0.0556860007346
img_03254.jpg,0.370965868235,0.00822721701115,0.00198086258024,0.000158846203703,0.00317272613756,0.514008641243,0.0306613501161,0.0708244293928
img_02083.jpg,0.631840527058,0.000240766137722,4.75405749967e-06,1.16516753224e-06,0.365834981203,0.00132673571352,0.000312905583996,0.000438216695329
img_03718.jpg,0.620838463306,0.00177227531094,0.00174931413494,0.122119113803,0.097106128931,0.123752057552,1.09767634058e-05,0.0326515808702
img_07434.jpg,0.345126330853,0.266965925694,0.000113234644232,0.000277102313703,0.37758731842,0.000635260599665,0.000140012271004,0.00915487390012
img_04382.jpg,0.0185310710222,0.0377195551991,0.329959362745,9.17763918551e-06,0.000407050654758,0.00313580851071,1.55784414346e-06,0.610236465931
img_05580.jpg,0.0658280849457,0.00431125843897,0.000521795882378,0.000100830366137,0.00169424701016,0.0267548374832,0.130188047886,0.770600914955
img_05615.jpg,0.996870577335,0.000341842067428,7.54555512685e-05,3.07844800318e-07,0.00149445177522,3.15887482429e-05,2.09191762224e-06,0.00118366267998
img_03312.jpg,0.881713867188,0.00501225376502,4.60903675048e-06,0.00177192827687,0.000140554009704,0.00995352678001,0.00123048573732,0.100172773004
img_05740.jpg,0.428206920624,0.000168471495272,0.0369547046721,2.0334139208e-06,0.11284442246,0.27950668335,0.00658712815493,0.135729625821
img_00223.jpg,0.82352155447,0.00104209105484,0.0273112114519,0.000168576763826,0.00140700140037,0.12704077363,4.028555486e-05,0.0194685123861
img_03074.jpg,0.973542511463,0.00601928075776,5.21338506587e-06,0.000423890538514,0.00177035888191,0.000525192532223,6.83706093696e-06,0.0177067052573
img_06849.jpg,0.170854970813,0.00535909598693,0.000178334797965,6.22352854407e-06,0.111665457487,0.0933790653944,0.0209969673306,0.597559988499
img_05426.jpg,0.797825694084,0.0223523788154,0.00252034584992,0.0122637310997,0.000612693489529,0.0169942062348,0.00112282810733,0.146308124065
img_07616.jpg,0.629118025303,0.000637961959001,0.00202772417106,0.00134245038498,0.0330382175744,0.248021751642,7.42671409171e-06,0.0858064368367
img_07921.jpg,0.326042115688,0.0041815591976,9.20427046367e-05,0.000924634630792,0.0108976960182,0.366419285536,0.0110103720799,0.280432254076
img_00729.jpg,0.93078327179,7.66269586165e-05,0.000471978535643,1.7003308983e-07,0.0515907406807,0.00145782588515,0.00747016398236,0.00814925413579
img_04990.jpg,0.032589495182,0.00227010762319,0.000200860551558,0.000355999363819,0.00241463235579,0.0122660333291,0.284272611141,0.665630340576
img_03941.jpg,0.491750597954,0.00363861396909,0.00633936515078,0.178282290697,0.1233112216,0.151584327221,1.16947103379e-05,0.0450817905366
img_00180.jpg,0.153307318687,0.00033159845043,3.43161846104e-05,3.29270151269e-05,0.0347811281681,0.0117168826982,0.00383958150633,0.79595631361
img_01657.jpg,0.000667432381306,0.00330958678387,0.0250325240195,2.27868483194e-07,2.66594361165e-05,0.000220466201426,1.70533576238e-06,0.970741331577
img_04341.jpg,0.6658462286,0.000209991572774,5.38489948667e-05,5.09474261889e-07,0.190901502967,0.00427836738527,0.0222175419331,0.116492085159
img_06033.jpg,0.0116786146536,0.00382952205837,0.183444947004,7.43435890627e-08,0.0370285436511,0.00120064103976,2.12970144275e-06,0.762815535069
img_07460.jpg,0.478691399097,0.00965941604227,0.00299448147416,0.000173570937477,0.0343448072672,0.412884175777,2.54503311226e-06,0.0612495876849
img_05879.jpg,0.626398563385,0.00034389202483,3.65219420928e-06,0.000650294648949,0.0250001735985,0.335432887077,3.52353526978e-05,0.0121352868155
img_00764.jpg,0.0331774838269,0.112093746662,0.268353253603,0.000196823340957,0.0444538258016,0.0329942628741,4.05802820751e-05,0.50868999958
img_06831.jpg,0.176770746708,0.221430316567,2.89274412353e-05,0.000664955296088,0.0119758546352,0.00821960344911,1.90873038264e-06,0.580907762051
img_05046.jpg,0.345713794231,0.00267894659191,0.000144763660501,4.89700905746e-05,0.00101256056223,0.00646169809625,0.0300422217697,0.613897025585
img_05349.jpg,0.0354599356651,0.423733115196,0.0032750738319,1.50764844875e-05,0.0534991584718,0.179861083627,1.88905723917e-05,0.30413761735
img_02679.jpg,0.796270370483,0.1962236166,0.00044977516518,8.86463385541e-06,0.00246407813393,0.000120416705613,0.000148139952216,0.00431467639282
